name,id,duration_ms_x,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms_y,time_signature,end_of_fade_in,start_of_fade_out,analysis_sample_rate,error
You've Got the Love,0VYbWQ55gP8h8WepmgJjHI,180962,False,59,0.706,0.636,5.0,-7.829,1.0,0.0383,0.308,0.0,0.215,0.435,119.927,audio_features,spotify:track:0VYbWQ55gP8h8WepmgJjHI,https://api.spotify.com/v1/tracks/0VYbWQ55gP8h8WepmgJjHI,https://api.spotify.com/v1/audio-analysis/0VYbWQ55gP8h8WepmgJjHI,180963.0,4.0,0.0,175.84473,22050,
Voices In My Head,5TPWOzPTIxCjqfqORrzoiO,162983,False,66,0.802,0.728,8.0,-6.361,1.0,0.0402,0.166,0.000311,0.0733,0.54,120.96,audio_features,spotify:track:5TPWOzPTIxCjqfqORrzoiO,https://api.spotify.com/v1/tracks/5TPWOzPTIxCjqfqORrzoiO,https://api.spotify.com/v1/audio-analysis/5TPWOzPTIxCjqfqORrzoiO,162983.0,4.0,2.47293,158.56908,22050,
Manila,1Ykb26nM0OpLEWsgKQIm80,207096,False,32,0.778,0.796,5.0,-10.298,0.0,0.0571,0.00305,0.708,0.283,0.756,123.989,audio_features,spotify:track:1Ykb26nM0OpLEWsgKQIm80,https://api.spotify.com/v1/tracks/1Ykb26nM0OpLEWsgKQIm80,https://api.spotify.com/v1/audio-analysis/1Ykb26nM0OpLEWsgKQIm80,207097.0,4.0,0.15098,202.56508,22050,
Can't Get You out of My Head (LaLaLa),2DAqqMDiJAIymuwbHgK5hg,213281,False,45,0.728,0.756,8.0,-4.61,0.0,0.0349,0.128,0.0141,0.151,0.294,128.043,audio_features,spotify:track:2DAqqMDiJAIymuwbHgK5hg,https://api.spotify.com/v1/tracks/2DAqqMDiJAIymuwbHgK5hg,https://api.spotify.com/v1/audio-analysis/2DAqqMDiJAIymuwbHgK5hg,213281.0,4.0,2.19429,210.01288,22050,
Tried Everything,5CrL3qnIdbRwuEL3Wnt1bM,198709,False,42,0.76,0.925,6.0,-3.94,0.0,0.0464,0.0959,0.00365,0.12,0.942,122.011,audio_features,spotify:track:5CrL3qnIdbRwuEL3Wnt1bM,https://api.spotify.com/v1/tracks/5CrL3qnIdbRwuEL3Wnt1bM,https://api.spotify.com/v1/audio-analysis/5CrL3qnIdbRwuEL3Wnt1bM,198710.0,4.0,0.0,195.22757,22050,
Never Know,4CLjF49dxE2sNClJQvBMsr,182294,False,48,0.622,0.717,11.0,-8.751,0.0,0.141,0.0508,0.0,0.385,0.845,170.185,audio_features,spotify:track:4CLjF49dxE2sNClJQvBMsr,https://api.spotify.com/v1/tracks/4CLjF49dxE2sNClJQvBMsr,https://api.spotify.com/v1/audio-analysis/4CLjF49dxE2sNClJQvBMsr,182294.0,4.0,0.18571,178.02739,22050,
Another Life (feat. Alida),0NWVFwJxCMjBdTOCePlQdl,212468,False,67,0.541,0.653,5.0,-5.954,1.0,0.04,0.00531,0.0,0.126,0.264,123.854,audio_features,spotify:track:0NWVFwJxCMjBdTOCePlQdl,https://api.spotify.com/v1/tracks/0NWVFwJxCMjBdTOCePlQdl,https://api.spotify.com/v1/audio-analysis/0NWVFwJxCMjBdTOCePlQdl,212468.0,4.0,0.0,203.21524,22050,
How We Roll,2SWV4IJ8dfnPsuUDumcbwF,150500,False,35,0.634,0.944,8.0,-2.875,1.0,0.0577,0.0495,6.72e-05,0.116,0.64,120.032,audio_features,spotify:track:2SWV4IJ8dfnPsuUDumcbwF,https://api.spotify.com/v1/tracks/2SWV4IJ8dfnPsuUDumcbwF,https://api.spotify.com/v1/audio-analysis/2SWV4IJ8dfnPsuUDumcbwF,150500.0,4.0,0.49333,147.33643,22050,
Left My Love,0Ub3sOc1K4jrrrpHBKcH6w,199354,False,47,0.597,0.891,2.0,-4.71,1.0,0.0728,0.448,7.41e-05,0.185,0.148,123.914,audio_features,spotify:track:0Ub3sOc1K4jrrrpHBKcH6w,https://api.spotify.com/v1/tracks/0Ub3sOc1K4jrrrpHBKcH6w,https://api.spotify.com/v1/audio-analysis/0Ub3sOc1K4jrrrpHBKcH6w,199355.0,4.0,2.11302,192.19156,22050,
Stupid Things,647WxnBk9zhwAUC7I9CFQU,194459,False,34,0.732,0.576,10.0,-7.765,0.0,0.232,0.0304,0.00293,0.118,0.561,101.958,audio_features,spotify:track:647WxnBk9zhwAUC7I9CFQU,https://api.spotify.com/v1/tracks/647WxnBk9zhwAUC7I9CFQU,https://api.spotify.com/v1/audio-analysis/647WxnBk9zhwAUC7I9CFQU,194460.0,4.0,2.62385,187.71011,22050,
Cry (with John Martin),1TF8rXy87zrnpBlS9TLykA,218401,False,68,0.458,0.802,1.0,-3.914,1.0,0.0416,0.0155,0.0,0.0706,0.51,145.135,audio_features,spotify:track:1TF8rXy87zrnpBlS9TLykA,https://api.spotify.com/v1/tracks/1TF8rXy87zrnpBlS9TLykA,https://api.spotify.com/v1/audio-analysis/1TF8rXy87zrnpBlS9TLykA,218402.0,4.0,0.06975,211.91112,22050,
Chasing Highs,3T1bTjTzSyOU04dP67Udg1,188571,False,41,0.77,0.85,2.0,-3.733,0.0,0.0654,0.14,1.67e-05,0.362,0.357,125.98,audio_features,spotify:track:3T1bTjTzSyOU04dP67Udg1,https://api.spotify.com/v1/tracks/3T1bTjTzSyOU04dP67Udg1,https://api.spotify.com/v1/audio-analysis/3T1bTjTzSyOU04dP67Udg1,188571.0,4.0,0.0,183.19383,22050,
Lose My Mind,6mVhM3dS3m66VZLMhzlmVk,162619,False,38,0.765,0.873,1.0,-3.001,0.0,0.0568,0.204,0.000322,0.361,0.772,126.003,audio_features,spotify:track:6mVhM3dS3m66VZLMhzlmVk,https://api.spotify.com/v1/tracks/6mVhM3dS3m66VZLMhzlmVk,https://api.spotify.com/v1/audio-analysis/6mVhM3dS3m66VZLMhzlmVk,162619.0,4.0,0.0,159.31792,22050,
On Fire,3mgqJnIKwHcJWYg9mkDESx,177142,False,30,0.664,0.852,10.0,-5.735,1.0,0.169,0.154,6.48e-05,0.124,0.41,126.028,audio_features,spotify:track:3mgqJnIKwHcJWYg9mkDESx,https://api.spotify.com/v1/tracks/3mgqJnIKwHcJWYg9mkDESx,https://api.spotify.com/v1/audio-analysis/3mgqJnIKwHcJWYg9mkDESx,177143.0,4.0,2.02594,172.2224,22050,
Morning Sun,2C490lM5z9QSDP6seXvLmf,157808,False,51,0.705,0.883,4.0,-4.898,0.0,0.0774,0.284,0.00015,0.205,0.434,125.021,audio_features,spotify:track:2C490lM5z9QSDP6seXvLmf,https://api.spotify.com/v1/tracks/2C490lM5z9QSDP6seXvLmf,https://api.spotify.com/v1/audio-analysis/2C490lM5z9QSDP6seXvLmf,157808.0,4.0,2.24073,155.31247,22050,
Cappadocia,4rERaNiKlILD603GJvdEvm,282063,False,58,0.349,0.685,8.0,-9.281,1.0,0.0421,0.0037,0.893,0.122,0.277,123.025,audio_features,spotify:track:4rERaNiKlILD603GJvdEvm,https://api.spotify.com/v1/tracks/4rERaNiKlILD603GJvdEvm,https://api.spotify.com/v1/audio-analysis/4rERaNiKlILD603GJvdEvm,282064.0,4.0,0.0,282.06357,22050,
Come On Over,2McHtu4lZMfCtdol5l6P50,148292,False,49,0.704,0.619,6.0,-8.548,1.0,0.043,0.0105,0.000119,0.111,0.373,123.004,audio_features,spotify:track:2McHtu4lZMfCtdol5l6P50,https://api.spotify.com/v1/tracks/2McHtu4lZMfCtdol5l6P50,https://api.spotify.com/v1/audio-analysis/2McHtu4lZMfCtdol5l6P50,148293.0,4.0,2.85025,141.76363,22050,
Heaven (Beat Them Up),2uyWUr8Ixd9jS26KslspJ2,144375,False,27,0.667,0.822,10.0,-5.963,0.0,0.0645,0.224,5.65e-05,0.16,0.451,127.927,audio_features,spotify:track:2uyWUr8Ixd9jS26KslspJ2,https://api.spotify.com/v1/tracks/2uyWUr8Ixd9jS26KslspJ2,https://api.spotify.com/v1/audio-analysis/2uyWUr8Ixd9jS26KslspJ2,144375.0,4.0,2.81542,138.87274,22050,
Higher Ground (feat. John Martin),0rohJsT6NWsThpukt0Xxdc,206279,False,74,0.442,0.619,1.0,-5.28,1.0,0.0321,0.0841,0.0,0.0889,0.382,128.318,audio_features,spotify:track:0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/tracks/0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/audio-analysis/0rohJsT6NWsThpukt0Xxdc,206279.0,4.0,0.0,200.23148,22050,
Feels Like Forever,4B6xQy8i7cVzKT8kPIhBY5,217246,False,62,0.643,0.719,1.0,-5.535,1.0,0.11,0.414,0.0,0.0744,0.394,119.973,audio_features,spotify:track:4B6xQy8i7cVzKT8kPIhBY5,https://api.spotify.com/v1/tracks/4B6xQy8i7cVzKT8kPIhBY5,https://api.spotify.com/v1/audio-analysis/4B6xQy8i7cVzKT8kPIhBY5,217247.0,4.0,0.20798,211.99818,22050,
It Won't Stop Me,4yG6s4nEeCRSwQctnaJlsJ,240468,True,32,0.505,0.988,5.0,-5.81,0.0,0.0599,0.00647,0.516,0.2,0.461,128.029,audio_features,spotify:track:4yG6s4nEeCRSwQctnaJlsJ,https://api.spotify.com/v1/tracks/4yG6s4nEeCRSwQctnaJlsJ,https://api.spotify.com/v1/audio-analysis/4yG6s4nEeCRSwQctnaJlsJ,240469.0,4.0,0.0,236.27464,22050,
Only For You,6U9ajbuK8CvXEGKtco10sp,169570,False,53,0.513,0.825,0.0,-3.022,1.0,0.0384,0.258,0.0,0.218,0.366,127.95,audio_features,spotify:track:6U9ajbuK8CvXEGKtco10sp,https://api.spotify.com/v1/tracks/6U9ajbuK8CvXEGKtco10sp,https://api.spotify.com/v1/audio-analysis/6U9ajbuK8CvXEGKtco10sp,169570.0,4.0,0.0,164.78621,22050,
Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,182200,False,85,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,audio_features,spotify:track:24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu,182200.0,4.0,2.33361,182.2,22050,
Requena,4a6SKFU88qbjE2BVg4CY8d,203709,False,24,0.814,0.907,2.0,-8.444,1.0,0.0657,0.044,0.891,0.0741,0.445,124.001,audio_features,spotify:track:4a6SKFU88qbjE2BVg4CY8d,https://api.spotify.com/v1/tracks/4a6SKFU88qbjE2BVg4CY8d,https://api.spotify.com/v1/audio-analysis/4a6SKFU88qbjE2BVg4CY8d,203710.0,4.0,0.48204,200.9687,22050,
I Wouldn't Lie,08Bo3D8B7krvdkQKaAT7Oa,168108,False,48,0.609,0.763,3.0,-5.549,1.0,0.0352,0.0453,0.0,0.106,0.43,116.002,audio_features,spotify:track:08Bo3D8B7krvdkQKaAT7Oa,https://api.spotify.com/v1/tracks/08Bo3D8B7krvdkQKaAT7Oa,https://api.spotify.com/v1/audio-analysis/08Bo3D8B7krvdkQKaAT7Oa,168109.0,4.0,0.09274,153.88445,22050,
Unbreakable (feat. Clarence Coffee Jr.),0t7F6nflyhy7UR9yzTBAHl,238627,False,61,0.441,0.738,4.0,-3.169,1.0,0.0449,0.0105,0.0,0.126,0.208,126.954,audio_features,spotify:track:0t7F6nflyhy7UR9yzTBAHl,https://api.spotify.com/v1/tracks/0t7F6nflyhy7UR9yzTBAHl,https://api.spotify.com/v1/audio-analysis/0t7F6nflyhy7UR9yzTBAHl,238628.0,4.0,0.10458,231.6945,22050,
I Need You To Know,3KFei4ncqdevg1vZaAZgIL,180000,False,61,0.44,0.739,1.0,-5.341,0.0,0.0494,0.0221,0.0,0.561,0.156,127.62,audio_features,spotify:track:3KFei4ncqdevg1vZaAZgIL,https://api.spotify.com/v1/tracks/3KFei4ncqdevg1vZaAZgIL,https://api.spotify.com/v1/audio-analysis/3KFei4ncqdevg1vZaAZgIL,180000.0,4.0,2.47293,174.75339,22050,
Could You Love Me,7hd0ZLywUE3GZWNPXKBRGE,202052,False,61,0.693,0.739,0.0,-6.682,0.0,0.0388,0.164,1.66e-06,0.0906,0.675,99.976,audio_features,spotify:track:7hd0ZLywUE3GZWNPXKBRGE,https://api.spotify.com/v1/tracks/7hd0ZLywUE3GZWNPXKBRGE,https://api.spotify.com/v1/audio-analysis/7hd0ZLywUE3GZWNPXKBRGE,202053.0,4.0,2.61224,193.5267,22050,
Born With It,4jC0Qm0RMIJDKLjh0DrTY1,197686,False,52,0.562,0.63,11.0,-7.306,1.0,0.0413,0.0228,0.0,0.268,0.457,133.947,audio_features,spotify:track:4jC0Qm0RMIJDKLjh0DrTY1,https://api.spotify.com/v1/tracks/4jC0Qm0RMIJDKLjh0DrTY1,https://api.spotify.com/v1/audio-analysis/4jC0Qm0RMIJDKLjh0DrTY1,197687.0,4.0,0.18553,192.59792,22050,
Don't Stop the Rhythm,2D8QISGojsr22dC4oQHGpn,183360,False,23,0.753,0.958,9.0,-1.888,0.0,0.19,0.0196,8.71e-05,0.531,0.582,125.081,audio_features,spotify:track:2D8QISGojsr22dC4oQHGpn,https://api.spotify.com/v1/tracks/2D8QISGojsr22dC4oQHGpn,https://api.spotify.com/v1/audio-analysis/2D8QISGojsr22dC4oQHGpn,183360.0,4.0,0.72553,171.27039,22050,
Universe,1xTJfxVzgOHkXm7nLtLurt,155050,False,24,0.645,0.933,1.0,-3.933,1.0,0.122,0.0398,3.96e-06,0.13,0.432,124.123,audio_features,spotify:track:1xTJfxVzgOHkXm7nLtLurt,https://api.spotify.com/v1/tracks/1xTJfxVzgOHkXm7nLtLurt,https://api.spotify.com/v1/audio-analysis/1xTJfxVzgOHkXm7nLtLurt,155050.0,4.0,7.98766,148.31746,22050,
Lose Control,7CHi4DtfK4heMlQaudCuHK,168387,False,86,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,audio_features,spotify:track:7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,168387.0,4.0,0.0,161.75601,22050,
September - Eric Kupper Radio Mix,1kHaxYnHGbhp8BX6XPGh9I,213223,False,38,0.627,0.929,9.0,-4.93,1.0,0.0354,0.00149,0.000149,0.301,0.956,121.033,audio_features,spotify:track:1kHaxYnHGbhp8BX6XPGh9I,https://api.spotify.com/v1/tracks/1kHaxYnHGbhp8BX6XPGh9I,https://api.spotify.com/v1/audio-analysis/1kHaxYnHGbhp8BX6XPGh9I,213223.0,4.0,0.18608,205.89134,22050,
Lose It All,7taQi536vVaT0HiRu3RahV,176824,False,51,0.563,0.758,1.0,-5.641,0.0,0.0576,0.0066,0.0,0.0542,0.412,123.883,audio_features,spotify:track:7taQi536vVaT0HiRu3RahV,https://api.spotify.com/v1/tracks/7taQi536vVaT0HiRu3RahV,https://api.spotify.com/v1/audio-analysis/7taQi536vVaT0HiRu3RahV,176825.0,4.0,0.10014,170.20807,22050,
Follow,4gGIqmBDfECUFBOSYOoW3a,175326,False,59,0.63,0.826,0.0,-4.798,1.0,0.0449,0.356,6.98e-06,0.136,0.239,116.039,audio_features,spotify:track:4gGIqmBDfECUFBOSYOoW3a,https://api.spotify.com/v1/tracks/4gGIqmBDfECUFBOSYOoW3a,https://api.spotify.com/v1/audio-analysis/4gGIqmBDfECUFBOSYOoW3a,175326.0,4.0,0.19746,165.80789,22050,
Lucky,0Quhzm1B1Z9I5S9RP6BgLh,205703,False,60,0.585,0.956,0.0,-3.577,1.0,0.0564,0.0285,0.0,0.213,0.593,120.004,audio_features,spotify:track:0Quhzm1B1Z9I5S9RP6BgLh,https://api.spotify.com/v1/tracks/0Quhzm1B1Z9I5S9RP6BgLh,https://api.spotify.com/v1/audio-analysis/0Quhzm1B1Z9I5S9RP6BgLh,205704.0,4.0,0.0,198.96599,22050,
When I'm With You,4rXflTOWCja5YDR96lINzu,266172,False,55,0.762,0.543,8.0,-8.759,1.0,0.0377,0.167,0.505,0.0299,0.18,123.01,audio_features,spotify:track:4rXflTOWCja5YDR96lINzu,https://api.spotify.com/v1/tracks/4rXflTOWCja5YDR96lINzu,https://api.spotify.com/v1/audio-analysis/4rXflTOWCja5YDR96lINzu,266172.0,4.0,0.35447,260.8762,22050,
The Truth,4NmOJQxl9UZItUQQtMDYBb,193747,False,66,0.629,0.539,7.0,-7.006,0.0,0.063,0.166,0.0,0.189,0.316,109.885,audio_features,spotify:track:4NmOJQxl9UZItUQQtMDYBb,https://api.spotify.com/v1/tracks/4NmOJQxl9UZItUQQtMDYBb,https://api.spotify.com/v1/audio-analysis/4NmOJQxl9UZItUQQtMDYBb,193747.0,4.0,0.40639,186.34013,22050,
Erase You,6hpUC8LHOj0U1JHuFasl9b,209076,False,57,0.563,0.741,2.0,-5.151,1.0,0.0419,0.0927,0.0,0.142,0.438,128.002,audio_features,spotify:track:6hpUC8LHOj0U1JHuFasl9b,https://api.spotify.com/v1/tracks/6hpUC8LHOj0U1JHuFasl9b,https://api.spotify.com/v1/audio-analysis/6hpUC8LHOj0U1JHuFasl9b,209077.0,4.0,0.11592,203.73769,22050,
Ritual,3M9Apu4OZfylLTFKvgEtKa,198995,False,75,0.647,0.726,3.0,-4.389,0.0,0.0552,0.157,0.0,0.0844,0.767,114.996,audio_features,spotify:track:3M9Apu4OZfylLTFKvgEtKa,https://api.spotify.com/v1/tracks/3M9Apu4OZfylLTFKvgEtKa,https://api.spotify.com/v1/audio-analysis/3M9Apu4OZfylLTFKvgEtKa,198996.0,4.0,0.0,193.41061,22050,
Take You Down - Steerner Remix,1gahyBwl7jWJ91m052fgxU,180006,False,37,0.46,0.858,11.0,-5.527,1.0,0.0606,0.0864,1.06e-05,0.398,0.375,99.942,audio_features,spotify:track:1gahyBwl7jWJ91m052fgxU,https://api.spotify.com/v1/tracks/1gahyBwl7jWJ91m052fgxU,https://api.spotify.com/v1/audio-analysis/1gahyBwl7jWJ91m052fgxU,180006.0,4.0,2.22331,173.0467,22050,
Freedom,5Gj1wG8b12VQdEd3hUuSwo,198635,False,76,0.715,0.635,7.0,-6.591,1.0,0.0791,0.127,0.0,0.0862,0.39,112.887,audio_features,spotify:track:5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/tracks/5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/audio-analysis/5Gj1wG8b12VQdEd3hUuSwo,198635.0,4.0,0.19098,192.98685,22050,
Monsters,4Z2S3bGjf3hWkvRghqiqjP,237933,False,49,0.547,0.672,0.0,-5.094,1.0,0.0436,0.306,0.0,0.068,0.564,99.946,audio_features,spotify:track:4Z2S3bGjf3hWkvRghqiqjP,https://api.spotify.com/v1/tracks/4Z2S3bGjf3hWkvRghqiqjP,https://api.spotify.com/v1/audio-analysis/4Z2S3bGjf3hWkvRghqiqjP,237933.0,4.0,0.24358,219.21959,22050,
Roses - Imanbek Remix,24Yi9hE78yPEbZ4kxyoXAI,176840,True,90,0.77,0.724,8.0,-5.484,1.0,0.0495,0.0167,0.0107,0.353,0.898,121.975,audio_features,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/tracks/24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/audio-analysis/24Yi9hE78yPEbZ4kxyoXAI,176840.0,4.0,1.0395,173.77814,22050,
Take Me Away,4alnYO7vhfEvNarX4SgBch,234012,False,57,0.448,0.911,1.0,-3.095,1.0,0.0408,0.0214,0.0,0.059,0.255,127.127,audio_features,spotify:track:4alnYO7vhfEvNarX4SgBch,https://api.spotify.com/v1/tracks/4alnYO7vhfEvNarX4SgBch,https://api.spotify.com/v1/audio-analysis/4alnYO7vhfEvNarX4SgBch,234012.0,4.0,2.34522,226.47583,22050,
Need Your Love (with Noah Kahan),6hciDCyJDYCsYQp2lH6kdA,205786,False,53,0.582,0.757,0.0,-3.965,1.0,0.0399,0.16,0.0,0.187,0.516,104.105,audio_features,spotify:track:6hciDCyJDYCsYQp2lH6kdA,https://api.spotify.com/v1/tracks/6hciDCyJDYCsYQp2lH6kdA,https://api.spotify.com/v1/audio-analysis/6hciDCyJDYCsYQp2lH6kdA,205787.0,4.0,0.11039,191.45433,22050,
Someone,68zNuCEl9UHTbcBltW2uDv,181101,False,69,0.7,0.904,2.0,-4.03,1.0,0.0431,0.0531,8.03e-06,0.105,0.347,103.039,audio_features,spotify:track:68zNuCEl9UHTbcBltW2uDv,https://api.spotify.com/v1/tracks/68zNuCEl9UHTbcBltW2uDv,https://api.spotify.com/v1/audio-analysis/68zNuCEl9UHTbcBltW2uDv,181102.0,4.0,0.16177,176.19882,22050,
Home (feat. Bonn),4aTtHoSBB0CuQGA6vXBNyp,239067,False,64,0.466,0.612,8.0,-4.855,0.0,0.0307,0.0655,4.07e-06,0.132,0.236,128.114,audio_features,spotify:track:4aTtHoSBB0CuQGA6vXBNyp,https://api.spotify.com/v1/tracks/4aTtHoSBB0CuQGA6vXBNyp,https://api.spotify.com/v1/audio-analysis/4aTtHoSBB0CuQGA6vXBNyp,239067.0,4.0,0.0,231.88026,22050,
If I Lose Myself - Alesso vs OneRepublic,3ScJy88F8KqGDfWu8XJhHx,215186,False,68,0.519,0.754,2.0,-5.689,1.0,0.0402,0.258,3.75e-06,0.139,0.16,125.975,audio_features,spotify:track:3ScJy88F8KqGDfWu8XJhHx,https://api.spotify.com/v1/tracks/3ScJy88F8KqGDfWu8XJhHx,https://api.spotify.com/v1/audio-analysis/3ScJy88F8KqGDfWu8XJhHx,215187.0,4.0,0.27279,205.4966,22050,
Give Me Strength [edit],6iAbvkrFdaUM3T3JcXRG7G,194925,False,49,0.633,0.918,11.0,-8.208,0.0,0.0454,0.0334,0.867,0.364,0.786,129.99,audio_features,spotify:track:6iAbvkrFdaUM3T3JcXRG7G,https://api.spotify.com/v1/tracks/6iAbvkrFdaUM3T3JcXRG7G,https://api.spotify.com/v1/audio-analysis/6iAbvkrFdaUM3T3JcXRG7G,194926.0,4.0,0.0,191.34404,22050,
One Last Time,17kleFbwU5STT8AiR1EXOT,240383,False,59,0.566,0.909,8.0,-7.281,0.0,0.054,0.004,0.0932,0.156,0.382,127.037,audio_features,spotify:track:17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/tracks/17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/audio-analysis/17kleFbwU5STT8AiR1EXOT,240384.0,4.0,0.0,232.08345,22050,
Used To Love (with Dean Lewis),7pWK1kMgHy5lNNiIfuRbkP,236764,False,72,0.651,0.693,4.0,-4.722,1.0,0.0375,0.458,0.0,0.335,0.392,118.97,audio_features,spotify:track:7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/tracks/7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/audio-analysis/7pWK1kMgHy5lNNiIfuRbkP,236765.0,4.0,0.0,233.33733,22050,
Every Chance We Get We Run (feat. Tegan & Sara),14GjTzurOPyaxusQvJxokJ,240000,False,46,0.562,0.882,11.0,-4.356,0.0,0.0604,0.0034,0.123,0.55,0.694,125.985,audio_features,spotify:track:14GjTzurOPyaxusQvJxokJ,https://api.spotify.com/v1/tracks/14GjTzurOPyaxusQvJxokJ,https://api.spotify.com/v1/audio-analysis/14GjTzurOPyaxusQvJxokJ,240000.0,4.0,0.22059,235.43874,22050,
Dreamer - Matisse & Sadko Remix,6Bz6Rsp8GyeK4yL7APYYX3,250809,False,59,0.514,0.878,10.0,-4.498,1.0,0.038,0.0271,0.000356,0.142,0.249,125.988,audio_features,spotify:track:6Bz6Rsp8GyeK4yL7APYYX3,https://api.spotify.com/v1/tracks/6Bz6Rsp8GyeK4yL7APYYX3,https://api.spotify.com/v1/audio-analysis/6Bz6Rsp8GyeK4yL7APYYX3,250810.0,4.0,0.23778,243.42639,22050,
Higher Love,6oJ6le65B3SEqPwMRNXWjY,228267,False,82,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267.0,4.0,0.20313,222.22658,22050,
Honest - Midnight Kids Remix,442VuQw3fOKwvbxYLIDAUi,224000,False,51,0.438,0.725,8.0,-5.845,0.0,0.0856,0.326,6.57e-06,0.142,0.342,149.934,audio_features,spotify:track:442VuQw3fOKwvbxYLIDAUi,https://api.spotify.com/v1/tracks/442VuQw3fOKwvbxYLIDAUi,https://api.spotify.com/v1/audio-analysis/442VuQw3fOKwvbxYLIDAUi,224000.0,4.0,0.0,215.81787,22050,
Hold Me Close (feat. Ella Henderson),24aN8j7dBw0FxxKUBlCtd6,185750,False,71,0.654,0.795,0.0,-4.419,1.0,0.0536,0.178,0.0,0.19,0.465,120.019,audio_features,spotify:track:24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/tracks/24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/audio-analysis/24aN8j7dBw0FxxKUBlCtd6,185750.0,4.0,0.13937,180.33197,22050,
Born To Love (feat. SHELLS),2IL2OsHC29dlszciTnOw3m,162295,False,58,0.722,0.856,1.0,-6.392,0.0,0.0338,0.0305,0.0597,0.231,0.826,121.989,audio_features,spotify:track:2IL2OsHC29dlszciTnOw3m,https://api.spotify.com/v1/tracks/2IL2OsHC29dlszciTnOw3m,https://api.spotify.com/v1/audio-analysis/2IL2OsHC29dlszciTnOw3m,162295.0,4.0,0.16254,157.60544,22050,
Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],1mMvahhW2Oz9waG8UTQnI4,215388,False,66,0.58,0.804,9.0,-4.618,1.0,0.0279,0.0304,0.00359,0.105,0.137,126.005,audio_features,spotify:track:1mMvahhW2Oz9waG8UTQnI4,https://api.spotify.com/v1/tracks/1mMvahhW2Oz9waG8UTQnI4,https://api.spotify.com/v1/audio-analysis/1mMvahhW2Oz9waG8UTQnI4,215388.0,4.0,0.0,204.9045,22050,
Shame On Me,7rwXeI0bXaZms9zgC7T32Q,251413,True,16,0.72,0.842,11.0,-6.748,0.0,0.143,0.0503,0.0342,0.406,0.425,125.998,audio_features,spotify:track:7rwXeI0bXaZms9zgC7T32Q,https://api.spotify.com/v1/tracks/7rwXeI0bXaZms9zgC7T32Q,https://api.spotify.com/v1/audio-analysis/7rwXeI0bXaZms9zgC7T32Q,251413.0,4.0,0.08127,248.38966,22050,
Roots,23FHa9lYnG6Dr8OzombPkS,184563,False,65,0.683,0.785,7.0,-4.879,1.0,0.037,0.0643,1.34e-05,0.177,0.581,122.997,audio_features,spotify:track:23FHa9lYnG6Dr8OzombPkS,https://api.spotify.com/v1/tracks/23FHa9lYnG6Dr8OzombPkS,https://api.spotify.com/v1/audio-analysis/23FHa9lYnG6Dr8OzombPkS,184564.0,4.0,0.0,177.1044,22050,
You Little Beauty,1gRQxbfL4ULWyTosgXSbWT,206587,False,70,0.926,0.951,6.0,-5.531,0.0,0.0924,0.00232,0.452,0.313,0.918,123.987,audio_features,spotify:track:1gRQxbfL4ULWyTosgXSbWT,https://api.spotify.com/v1/tracks/1gRQxbfL4ULWyTosgXSbWT,https://api.spotify.com/v1/audio-analysis/1gRQxbfL4ULWyTosgXSbWT,206588.0,4.0,0.06435,201.7698,22050,
